Image ID,Color Option ID,Image URL
362,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-r9j-98-78-92-187_a1.jpg
363,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-r9j-98-78-92-187_a2.jpg
364,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-r9j-98-78-92-187_a3.jpg
365,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-r9j-98-78-92-187_a4.jpg
366,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v2/l_20241-s48965z8-r9j_u.jpg
367,53,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v2/l_20241-s48965z8-r9j_u1.jpg
368,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv-98-78-92-187_a.jpg
369,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv-98-78-92-187_a1.jpg
370,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv-98-78-92-187_a2.jpg
371,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv-98-78-92-187_a3.jpg
372,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv_u.jpg
373,54,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6879141/v1/l_20241-s48965z8-dfv_u1.jpg
374,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft-140-33_5.jpg
375,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft-140-33_6.jpg
376,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft-140-33_7.jpg
377,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft_a.jpg
378,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft_a1.jpg
379,55,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lft_a2.jpg
380,56,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lje-133-26_5.jpg
381,56,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lje-133-26_6.jpg
382,56,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lje-133-26_7.jpg
383,56,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lje_a.jpg
384,56,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6917593/v1/l_20241-s4ay81z4-lje_a1.jpg
385,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr-136-28_5.jpg
386,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr-136-28_6.jpg
387,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr-136-28_7.jpg
388,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr_a.jpg
389,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr_a1.jpg
390,57,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-fmr_a2.jpg
391,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7-100-30_5.jpg
392,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7-100-30_6.jpg
393,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7-100-30_7.jpg
394,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7_a.jpg
395,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7_a1.jpg
396,58,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-pe7_a2.jpg
397,59,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-grn-100-30_5.jpg
398,59,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-grn-100-30_6.jpg
399,59,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-grn_a.jpg
400,59,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-grn_a1.jpg
401,59,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-grn_a2.jpg
402,60,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-g4t-100-30_5.jpg
403,60,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-g4t-100-30_6.jpg
404,60,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-g4t-100-30_7.jpg
405,60,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-g4t_a.jpg
406,60,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7151771/v1/l_20241-s4i886z4-g4t_a1.jpg
407,61,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7096751/v1/l_20241-s4h128z4-f9c-140-33_5.jpg
408,61,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7096751/v1/l_20241-s4h128z4-f9c-140-33_6.jpg
409,61,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7096751/v1/l_20241-s4h128z4-f9c-140-33_7.jpg
410,61,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7096751/v1/l_20241-s4h128z4-f9c_a.jpg
411,61,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/7096751/v1/l_20241-s4h128z4-f9c_a1.jpg
412,62,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6976127/v1/l_20241-s4de30z1-lra-108-18_5.jpg
413,62,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6976127/v1/l_20241-s4de30z1-lra-108-18_6.jpg
414,62,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6976127/v1/l_20241-s4de30z1-lra_a.jpg
415,62,https://img-lcwaikiki.mncdn.com/mnresize/1020/1360/pim/productimages/20241/6976127/v1/l_20241-s4de30z1-lra_a1.jpg
